"Function","StatementID","Filename","Suspiciousness","Rank","StatementCount","CaseApplication"
"Jaccard","S4","edu.allegheny.listswap.Bear.java","0.2","20","39","ListswapResults.csv"
"Jaccard","S2","edu.allegheny.listswap.CSVListIO.java","0.0","21","39","ListswapResults.csv"
"Jaccard","S4","edu.allegheny.listswap.CSVListIO.java","0.0","22","39","ListswapResults.csv"
"Jaccard","S5","edu.allegheny.listswap.CSVListIO.java","0.0","23","39","ListswapResults.csv"
"Jaccard","S7","edu.allegheny.listswap.CSVListIO.java","0.0","24","39","ListswapResults.csv"
"Jaccard","S8","edu.allegheny.listswap.CSVListIO.java","0.0","25","39","ListswapResults.csv"
"Jaccard","S9","edu.allegheny.listswap.CSVListIO.java","0.0","26","39","ListswapResults.csv"
"Jaccard","S10","edu.allegheny.listswap.CSVListIO.java","0.0","27","39","ListswapResults.csv"
"Jaccard","S11","edu.allegheny.listswap.CSVListIO.java","0.0","28","39","ListswapResults.csv"
"Jaccard","S14","edu.allegheny.listswap.CSVListIO.java","0.0","29","39","ListswapResults.csv"
"Jaccard","S15","edu.allegheny.listswap.CSVListIO.java","0.0","30","39","ListswapResults.csv"
"Jaccard","S16","edu.allegheny.listswap.CSVListIO.java","0.0","31","39","ListswapResults.csv"
"Jaccard","S17","edu.allegheny.listswap.CSVListIO.java","0.0","32","39","ListswapResults.csv"
"Jaccard","S19","edu.allegheny.listswap.CSVListIO.java","0.0","33","39","ListswapResults.csv"
"Jaccard","S21","edu.allegheny.listswap.CSVListIO.java","0.0","34","39","ListswapResults.csv"
"Jaccard","S22","edu.allegheny.listswap.CSVListIO.java","0.0","35","39","ListswapResults.csv"
"Jaccard","S23","edu.allegheny.listswap.CSVListIO.java","0.0","36","39","ListswapResults.csv"
"Jaccard","S24","edu.allegheny.listswap.CSVListIO.java","0.0","37","39","ListswapResults.csv"
"Jaccard","S25","edu.allegheny.listswap.CSVListIO.java","0.0","38","39","ListswapResults.csv"
"Jaccard","S26","edu.allegheny.listswap.CSVListIO.java","0.0","39","39","ListswapResults.csv"
"Tarantula","S25","edu.allegheny.listswap.CSVListIO.java","NaN","1","39","ListswapResults.csv"
"Tarantula","S26","edu.allegheny.listswap.CSVListIO.java","NaN","2","39","ListswapResults.csv"
"Tarantula","S13","edu.allegheny.listswap.ListSwapGenerator.java","1.0","3","39","ListswapResults.csv"
"Tarantula","S15","edu.allegheny.listswap.ListSwapGenerator.java","1.0","4","39","ListswapResults.csv"
"Tarantula","S1","edu.allegheny.listswap.Fish.java","1.0","5","39","ListswapResults.csv"
"Tarantula","S2","edu.allegheny.listswap.Fish.java","1.0","6","39","ListswapResults.csv"
"Tarantula","S3","edu.allegheny.listswap.Fish.java","1.0","7","39","ListswapResults.csv"
"Tarantula","S4","edu.allegheny.listswap.Fish.java","1.0","8","39","ListswapResults.csv"
"Tarantula","S1","edu.allegheny.listswap.Bear.java","1.0","9","39","ListswapResults.csv"
"Tarantula","S2","edu.allegheny.listswap.Bear.java","1.0","10","39","ListswapResults.csv"
"Tarantula","S3","edu.allegheny.listswap.Bear.java","1.0","11","39","ListswapResults.csv"
"Tarantula","S4","edu.allegheny.listswap.Bear.java","1.0","12","39","ListswapResults.csv"
"Tarantula","S4","edu.allegheny.listswap.ListSwapGenerator.java","0.75","13","39","ListswapResults.csv"
"Tarantula","S5","edu.allegheny.listswap.ListSwapGenerator.java","0.75","14","39","ListswapResults.csv"
"Tarantula","S6","edu.allegheny.listswap.ListSwapGenerator.java","0.75","15","39","ListswapResults.csv"
"Tarantula","S7","edu.allegheny.listswap.ListSwapGenerator.java","0.75","16","39","ListswapResults.csv"
"Tarantula","S8","edu.allegheny.listswap.ListSwapGenerator.java","0.75","17","39","ListswapResults.csv"
"Tarantula","S10","edu.allegheny.listswap.ListSwapGenerator.java","0.75","18","39","ListswapResults.csv"
"Tarantula","S11","edu.allegheny.listswap.ListSwapGenerator.java","0.75","19","39","ListswapResults.csv"
"Tarantula","S16","edu.allegheny.listswap.ListSwapGenerator.java","0.75","20","39","ListswapResults.csv"
"Tarantula","S1","edu.allegheny.listswap.ListSwapGenerator.java","0.6000000000000001","21","39","ListswapResults.csv"
"Tarantula","S9","edu.allegheny.listswap.ListSwapGenerator.java","0.6000000000000001","22","39","ListswapResults.csv"
"Tarantula","S2","edu.allegheny.listswap.CSVListIO.java","0.0","23","39","ListswapResults.csv"
"Tarantula","S4","edu.allegheny.listswap.CSVListIO.java","0.0","24","39","ListswapResults.csv"
"Tarantula","S5","edu.allegheny.listswap.CSVListIO.java","0.0","25","39","ListswapResults.csv"
"Tarantula","S7","edu.allegheny.listswap.CSVListIO.java","0.0","26","39","ListswapResults.csv"
"Tarantula","S8","edu.allegheny.listswap.CSVListIO.java","0.0","27","39","ListswapResults.csv"
"Tarantula","S9","edu.allegheny.listswap.CSVListIO.java","0.0","28","39","ListswapResults.csv"
"Tarantula","S10","edu.allegheny.listswap.CSVListIO.java","0.0","29","39","ListswapResults.csv"
"Tarantula","S11","edu.allegheny.listswap.CSVListIO.java","0.0","30","39","ListswapResults.csv"
"Tarantula","S14","edu.allegheny.listswap.CSVListIO.java","0.0","31","39","ListswapResults.csv"
"Tarantula","S15","edu.allegheny.listswap.CSVListIO.java","0.0","32","39","ListswapResults.csv"
"Tarantula","S16","edu.allegheny.listswap.CSVListIO.java","0.0","33","39","ListswapResults.csv"
"Tarantula","S17","edu.allegheny.listswap.CSVListIO.java","0.0","34","39","ListswapResults.csv"
"Tarantula","S19","edu.allegheny.listswap.CSVListIO.java","0.0","35","39","ListswapResults.csv"
"Tarantula","S21","edu.allegheny.listswap.CSVListIO.java","0.0","36","39","ListswapResults.csv"
"Tarantula","S22","edu.allegheny.listswap.CSVListIO.java","0.0","37","39","ListswapResults.csv"
"Tarantula","S23","edu.allegheny.listswap.CSVListIO.java","0.0","38","39","ListswapResults.csv"
"Tarantula","S24","edu.allegheny.listswap.CSVListIO.java","0.0","39","39","ListswapResults.csv"
"Kulczynski 2","S1","edu.allegheny.listswap.ListSwapGenerator.java","1.0","1","39","ListswapResults.csv"
"Kulczynski 2","S9","edu.allegheny.listswap.ListSwapGenerator.java","1.0","2","39","ListswapResults.csv"
"Kulczynski 2","S4","edu.allegheny.listswap.ListSwapGenerator.java","0.8","3","39","ListswapResults.csv"
"Kulczynski 2","S5","edu.allegheny.listswap.ListSwapGenerator.java","0.8","4","39","ListswapResults.csv"
"Kulczynski 2","S6","edu.allegheny.listswap.ListSwapGenerator.java","0.8","5","39","ListswapResults.csv"
"Kulczynski 2","S7","edu.allegheny.listswap.ListSwapGenerator.java","0.8","6","39","ListswapResults.csv"
"Kulczynski 2","S8","edu.allegheny.listswap.ListSwapGenerator.java","0.8","7","39","ListswapResults.csv"
"Kulczynski 2","S10","edu.allegheny.listswap.ListSwapGenerator.java","0.8","8","39","ListswapResults.csv"
"Kulczynski 2","S11","edu.allegheny.listswap.ListSwapGenerator.java","0.8","9","39","ListswapResults.csv"
"Kulczynski 2","S16","edu.allegheny.listswap.ListSwapGenerator.java","0.8","10","39","ListswapResults.csv"
"Kulczynski 2","S13","edu.allegheny.listswap.ListSwapGenerator.java","0.6000000000000001","11","39","ListswapResults.csv"
"Kulczynski 2","S15","edu.allegheny.listswap.ListSwapGenerator.java","0.6000000000000001","12","39","ListswapResults.csv"
"Kulczynski 2","S5","edu.allegheny.listswap.CSVListIO.java","0.2","13","39","ListswapResults.csv"
"Kulczynski 2","S7","edu.allegheny.listswap.CSVListIO.java","0.2","14","39","ListswapResults.csv"
"Kulczynski 2","S1","edu.allegheny.listswap.Fish.java","0.12000000000000002","15","39","ListswapResults.csv"
"Kulczynski 2","S2","edu.allegheny.listswap.Fish.java","0.12000000000000002","16","39","ListswapResults.csv"
"Kulczynski 2","S3","edu.allegheny.listswap.Fish.java","0.12000000000000002","17","39","ListswapResults.csv"
"Kulczynski 2","S4","edu.allegheny.listswap.Fish.java","0.12000000000000002","18","39","ListswapResults.csv"
"Kulczynski 2","S1","edu.allegheny.listswap.Bear.java","0.12000000000000002","19","39","ListswapResults.csv"
"Kulczynski 2","S2","edu.allegheny.listswap.Bear.java","0.12000000000000002","20","39","ListswapResults.csv"
"Kulczynski 2","S3","edu.allegheny.listswap.Bear.java","0.12000000000000002","21","39","ListswapResults.csv"
"Kulczynski 2","S4","edu.allegheny.listswap.Bear.java","0.12000000000000002","22","39","ListswapResults.csv"
"Kulczynski 2","S2","edu.allegheny.listswap.CSVListIO.java","0.1","23","39","ListswapResults.csv"
"Kulczynski 2","S4","edu.allegheny.listswap.CSVListIO.java","0.1","24","39","ListswapResults.csv"
"Kulczynski 2","S8","edu.allegheny.listswap.CSVListIO.java","0.1","25","39","ListswapResults.csv"
"Kulczynski 2","S9","edu.allegheny.listswap.CSVListIO.java","0.1","26","39","ListswapResults.csv"
"Kulczynski 2","S10","edu.allegheny.listswap.CSVListIO.java","0.1","27","39","ListswapResults.csv"
"Kulczynski 2","S11","edu.allegheny.listswap.CSVListIO.java","0.1","28","39","ListswapResults.csv"
"Kulczynski 2","S14","edu.allegheny.listswap.CSVListIO.java","0.1","29","39","ListswapResults.csv"
"Kulczynski 2","S15","edu.allegheny.listswap.CSVListIO.java","0.1","30","39","ListswapResults.csv"
"Kulczynski 2","S16","edu.allegheny.listswap.CSVListIO.java","0.1","31","39","ListswapResults.csv"
"Kulczynski 2","S17","edu.allegheny.listswap.CSVListIO.java","0.1","32","39","ListswapResults.csv"
"Kulczynski 2","S19","edu.allegheny.listswap.CSVListIO.java","0.1","33","39","ListswapResults.csv"
"Kulczynski 2","S21","edu.allegheny.listswap.CSVListIO.java","0.1","34","39","ListswapResults.csv"
"Kulczynski 2","S22","edu.allegheny.listswap.CSVListIO.java","0.1","35","39","ListswapResults.csv"
"Kulczynski 2","S23","edu.allegheny.listswap.CSVListIO.java","0.1","36","39","ListswapResults.csv"
"Kulczynski 2","S24","edu.allegheny.listswap.CSVListIO.java","0.1","37","39","ListswapResults.csv"
"Kulczynski 2","S25","edu.allegheny.listswap.CSVListIO.java","0.0","38","39","ListswapResults.csv"
"Kulczynski 2","S26","edu.allegheny.listswap.CSVListIO.java","0.0","39","39","ListswapResults.csv"
"Ample","S13","edu.allegheny.listswap.ListSwapGenerator.java","1.0","1","39","ListswapResults.csv"
"Ample","S15","edu.allegheny.listswap.ListSwapGenerator.java","1.0","2","39","ListswapResults.csv"
"Ample","S4","edu.allegheny.listswap.ListSwapGenerator.java","0.75","3","39","ListswapResults.csv"
"Ample","S5","edu.allegheny.listswap.ListSwapGenerator.java","0.75","4","39","ListswapResults.csv"
"Ample","S6","edu.allegheny.listswap.ListSwapGenerator.java","0.75","5","39","ListswapResults.csv"
"Ample","S7","edu.allegheny.listswap.ListSwapGenerator.java","0.75","6","39","ListswapResults.csv"
"Ample","S8","edu.allegheny.listswap.ListSwapGenerator.java","0.75","7","39","ListswapResults.csv"
"Ample","S10","edu.allegheny.listswap.ListSwapGenerator.java","0.75","8","39","ListswapResults.csv"
"Ample","S11","edu.allegheny.listswap.ListSwapGenerator.java","0.75","9","39","ListswapResults.csv"
"Ample","S16","edu.allegheny.listswap.ListSwapGenerator.java","0.75","10","39","ListswapResults.csv"
"Ample","S1","edu.allegheny.listswap.ListSwapGenerator.java","0.5000000000000001","11","39","ListswapResults.csv"
"Ample","S9","edu.allegheny.listswap.ListSwapGenerator.java","0.5000000000000001","12","39","ListswapResults.csv"
"Ample","S1","edu.allegheny.listswap.Fish.java","0.4","13","39","ListswapResults.csv"
"Ample","S2","edu.allegheny.listswap.Fish.java","0.4","14","39","ListswapResults.csv"
"Ample","S3","edu.allegheny.listswap.Fish.java","0.4","15","39","ListswapResults.csv"
"Ample","S4","edu.allegheny.listswap.Fish.java","0.4","16","39","ListswapResults.csv"
"Ample","S1","edu.allegheny.listswap.Bear.java","0.4","17","39","ListswapResults.csv"
"Ample","S2","edu.allegheny.listswap.Bear.java","0.4","18","39","ListswapResults.csv"
"Ample","S3","edu.allegheny.listswap.Bear.java","0.4","19","39","ListswapResults.csv"
"Ample","S4","edu.allegheny.listswap.Bear.java","0.4","20","39","ListswapResults.csv"
"Ample","S25","edu.allegheny.listswap.CSVListIO.java","0.25","21","39","ListswapResults.csv"
"Ample","S26","edu.allegheny.listswap.CSVListIO.java","0.25","22","39","ListswapResults.csv"
"Ample","S2","edu.allegheny.listswap.CSVListIO.java","0.125","23","39","ListswapResults.csv"
"Ample","S4","edu.allegheny.listswap.CSVListIO.java","0.125","24","39","ListswapResults.csv"
"Ample","S8","edu.allegheny.listswap.CSVListIO.java","0.125","25","39","ListswapResults.csv"
"Ample","S9","edu.allegheny.listswap.CSVListIO.java","0.125","26","39","ListswapResults.csv"
"Ample","S10","edu.allegheny.listswap.CSVListIO.java","0.125","27","39","ListswapResults.csv"
"Ample","S11","edu.allegheny.listswap.CSVListIO.java","0.125","28","39","ListswapResults.csv"
"Ample","S14","edu.allegheny.listswap.CSVListIO.java","0.125","29","39","ListswapResults.csv"
"Ample","S15","edu.allegheny.listswap.CSVListIO.java","0.125","30","39","ListswapResults.csv"
"Ample","S16","edu.allegheny.listswap.CSVListIO.java","0.125","31","39","ListswapResults.csv"
"Ample","S17","edu.allegheny.listswap.CSVListIO.java","0.125","32","39","ListswapResults.csv"
"Ample","S19","edu.allegheny.listswap.CSVListIO.java","0.125","33","39","ListswapResults.csv"
"Ample","S21","edu.allegheny.listswap.CSVListIO.java","0.125","34","39","ListswapResults.csv"
"Ample","S22","edu.allegheny.listswap.CSVListIO.java","0.125","35","39","ListswapResults.csv"
"Ample","S23","edu.allegheny.listswap.CSVListIO.java","0.125","36","39","ListswapResults.csv"
"Ample","S24","edu.allegheny.listswap.CSVListIO.java","0.125","37","39","ListswapResults.csv"
"Ample","S5","edu.allegheny.listswap.CSVListIO.java","0.0","38","39","ListswapResults.csv"
"Ample","S7","edu.allegheny.listswap.CSVListIO.java","0.0","39","39","ListswapResults.csv"
"Ochiai","S1","edu.allegheny.listswap.ListSwapGenerator.java","1.0","1","39","ListswapResults.csv"
"Ochiai","S4","edu.allegheny.listswap.ListSwapGenerator.java","1.0","2","39","ListswapResults.csv"
"Ochiai","S5","edu.allegheny.listswap.ListSwapGenerator.java","1.0","3","39","ListswapResults.csv"
"Ochiai","S6","edu.allegheny.listswap.ListSwapGenerator.java","1.0","4","39","ListswapResults.csv"
"Ochiai","S7","edu.allegheny.listswap.ListSwapGenerator.java","1.0","5","39","ListswapResults.csv"
"Ochiai","S8","edu.allegheny.listswap.ListSwapGenerator.java","1.0","6","39","ListswapResults.csv"
"Ochiai","S9","edu.allegheny.listswap.ListSwapGenerator.java","1.0","7","39","ListswapResults.csv"
"Ochiai","S10","edu.allegheny.listswap.ListSwapGenerator.java","1.0","8","39","ListswapResults.csv"
"Ochiai","S11","edu.allegheny.listswap.ListSwapGenerator.java","1.0","9","39","ListswapResults.csv"
"Ochiai","S13","edu.allegheny.listswap.ListSwapGenerator.java","1.0","10","39","ListswapResults.csv"
"Ochiai","S15","edu.allegheny.listswap.ListSwapGenerator.java","1.0","11","39","ListswapResults.csv"
"Ochiai","S16","edu.allegheny.listswap.ListSwapGenerator.java","1.0","12","39","ListswapResults.csv"
"Ochiai","S1","edu.allegheny.listswap.Fish.java","0.2","13","39","ListswapResults.csv"
"Ochiai","S2","edu.allegheny.listswap.Fish.java","0.2","14","39","ListswapResults.csv"
"Ochiai","S3","edu.allegheny.listswap.Fish.java","0.2","15","39","ListswapResults.csv"
"Ochiai","S4","edu.allegheny.listswap.Fish.java","0.2","16","39","ListswapResults.csv"
"Ochiai","S1","edu.allegheny.listswap.Bear.java","0.2","17","39","ListswapResults.csv"
"Ochiai","S2","edu.allegheny.listswap.Bear.java","0.2","18","39","ListswapResults.csv"
"Ochiai","S3","edu.allegheny.listswap.Bear.java","0.2","19","39","ListswapResults.csv"
"Ochiai","S4","edu.allegheny.listswap.Bear.java","0.2","20","39","ListswapResults.csv"
"Ochiai","S2","edu.allegheny.listswap.CSVListIO.java","0.0","21","39","ListswapResults.csv"
"Ochiai","S4","edu.allegheny.listswap.CSVListIO.java","0.0","22","39","ListswapResults.csv"
"Ochiai","S5","edu.allegheny.listswap.CSVListIO.java","0.0","23","39","ListswapResults.csv"
"Ochiai","S7","edu.allegheny.listswap.CSVListIO.java","0.0","24","39","ListswapResults.csv"
"Ochiai","S8","edu.allegheny.listswap.CSVListIO.java","0.0","25","39","ListswapResults.csv"
"Ochiai","S9","edu.allegheny.listswap.CSVListIO.java","0.0","26","39","ListswapResults.csv"
"Ochiai","S10","edu.allegheny.listswap.CSVListIO.java","0.0","27","39","ListswapResults.csv"
"Ochiai","S11","edu.allegheny.listswap.CSVListIO.java","0.0","28","39","ListswapResults.csv"
"Ochiai","S14","edu.allegheny.listswap.CSVListIO.java","0.0","29","39","ListswapResults.csv"
"Ochiai","S15","edu.allegheny.listswap.CSVListIO.java","0.0","30","39","ListswapResults.csv"
"Ochiai","S16","edu.allegheny.listswap.CSVListIO.java","0.0","31","39","ListswapResults.csv"
"Ochiai","S17","edu.allegheny.listswap.CSVListIO.java","0.0","32","39","ListswapResults.csv"
"Ochiai","S19","edu.allegheny.listswap.CSVListIO.java","0.0","33","39","ListswapResults.csv"
"Ochiai","S21","edu.allegheny.listswap.CSVListIO.java","0.0","34","39","ListswapResults.csv"
"Ochiai","S22","edu.allegheny.listswap.CSVListIO.java","0.0","35","39","ListswapResults.csv"
"Ochiai","S23","edu.allegheny.listswap.CSVListIO.java","0.0","36","39","ListswapResults.csv"
"Ochiai","S24","edu.allegheny.listswap.CSVListIO.java","0.0","37","39","ListswapResults.csv"
"Ochiai","S25","edu.allegheny.listswap.CSVListIO.java","0.0","38","39","ListswapResults.csv"
"Ochiai","S26","edu.allegheny.listswap.CSVListIO.java","0.0","39","39","ListswapResults.csv"
